id,tst_2024,age_2024,sex_2024,ethnicity_simplified_2024,country_of_birth_2024,country_of_residence_2024,nationality_2024,language_2024,student_status_2024,employment_status_2024,fluent_languages_2024,tst_2025,age_2025,sex_2025,ethnicity_simplified_2025,country_of_birth_2025,country_of_residence_2025,nationality_2025,language_2025,student_status_2025,employment_status_2025
train_0069,"I am a Christian, a huge supporter of Israel, a fan of etymology, a female, a Texan, an animal lover, an art admirer, someone who loves good writing, someone who supports entrepreneurship, a person who loves God, somewhat cosmopolitan, a chocolate lover, a fish lover, a travel buff, a language buff, a wit, a tenacious person, a poetry lover, a music lover, a scrabble fan, and an intuitive thinker.",68,Female,White,United States,United States,United States,English,No,Part-Time,English,"1. A born again Christian. 2. Someone who loves learning, 3. Someone who graduated college and also attended graduate school, 4. An animal lover, 5. Someone with a natural sense of humor, 6. Someone who has been a successful entrepreneur, 7. Someone who is sensitive to the world around us, 8. Someone who loves nature, 9. Someone who cares about the environment, 10. Someone who loves reading, 11. Someone who loves art and design, 12. Someone who easily tunes in to the suffering of others, 13. Someone who loves horses and being in the outdoors, 14. Someone who does not excel at math, 14. Someone who loves to swim, 15. Someone who cares little for physics, 16. A female, 17. Someone who likes order in the home, 18. Someone who is happy to share with others, 19. Someone who is not aging gracefully, 20. Someone who loves God above all else and is looking forward to an eternity with Him in heaven.",69,Female,White,United States,United States,United States,English,No,
train_0070,I am a man.  I am bald by choice.  I have blue eyes.  I am a little chubby.  I have facial hair.  I am gay.  I have a partner.  I like to cook.  I love to try new food.  I enjoy science fiction movies.  I am a loyal friend.  I have had the same job for many years.  I am a supervisor at my job.  I care about people.  I have a small friends group.  I love dogs.  I do not like cats.  I was raised by my mom.  I love music.  My favorite artist is Cyndi Lauper.,39,Male,White,United States,United States,United States,English,No,Full-Time,English,"I am a man
I'm a natural blonde
I am bald by choice
I am gay
I am a democrat
I have a partner
I have dogs
I love pizza
I love Chinese food
I graduated high school in California, Mo
My mom raised me as a single mother
I have one best friend
I graduated from Kansas University
I drive a Nissan Sentra
I love pro wrestling
I am a supervisor for a call center
I wouldn't say I'm dumb but I do have more street smarts than I do book smarts
I love science fiction
I am an extrovert
I am a very trustworthy person",40,Male,White,United States,United States,United States,English,,
train_0071,"i am a man. i am tired. i do my best to come off friendly to those around me. i know my words don't match the face they come out of. i try harder then i should on what's not important, yet am slow when it truly counts. i don't have dreams, i am just trying to be useful to those i care about till my life ends. i am hispanic. i am not tall but not short. my brain goes faster than i like. i am calm but ready to jump at any point. i enjoy math and history. i am a visual thinker, with a vivid imagination. i am methodical. i am stronger then i look, and try to be as gentle as possible. i am loud when i am comfortable, and quiet if something is off.",31,Male,Mixed,United States,United States,United States,English,No,Full-Time,English,"i am a tired soldier marching through life at the pace set before me. i am a tool that is broken but still wants to be useful to those important to me. i am someone who is both forgettable and rememberable. i am someone who only speaks in half truths to ease the minds of those around me. i am someone who displays calm even though there is a hurricane of emotions in my head. i am average height, build and appearance. i am someone who cares when i shouldn't and tries when i should give up. i am someone who refuses to be part of a cycle that made me what i am today. i am someone who expects to be hated before being like, and be viewed guilty before innocent. i am someone who struggles to describe myself in this format and tried to give valuable answers.",32,Male,Mixed,United States,United States,United States,English,,Full-Time
train_0072,"I am kind, generous, loving, bipolar. I can be unmotivated and motivated. I am introverted. I am selfless.i am kind of attractive. I'm overweight. I am a homebody. I am fearless when manic. I am liberal in my political views.i love my country. I'm loyal. I hate to excersize. I'm an animal over especially dogs. I can be hateful unfortunately. I'm dependable. I'm a bit self loathing",60,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),English,"Hi, I'm a mom and a dog mom. I was born in the mid 1960's. I live in a residential yet rural part of a small town. I have light brown hair and blue eyes.",61,Female,White,United States,United States,United States,English,,
train_0073,I am an American. I am tall. I am intelligent. I am patient. I am male. I am heterosexual. I have blue eyes. I have blond hair. I am not overweight. I am healthy. I have no defects. I am happy. I have all I need. I am married. I like to read. I am a computer expert. I raise animals. I grow food. I own a home. I own a car.,57,Male,White,United States,United States,United States,English,No,Part-Time,English,"I am an adult American male. I am well read and have received some higher education. I like to read, solve puzzles and play logic games. Movies and television bore me. I am always learning new things about life, the universe and everything. I do not believe in an afterlife, or in deities and other mythological beings. I do not believe in superheroes or superpowers. I believe the world is an amazing place and worth the effort of studying everything around you. I like people and have many friends and acquaintances. I eat simple foods; no fast food or processed foods for me and my family. I have rescued many animals and they live on a small piece of land that I own. I have been using computers since the late 1980s and have many skills in electronic arts. I exercise regularly and have no known health issues.",58,Male,White,United States,United States,United States,English,No,Part-Time
train_0074,"1. I am a man. 
2. I live alone. 
3. I am middle aged. 
4. I have no children. 
5. I am divorced. 
6. I have a university degree but haven't used it. 
7. I am a disappointment to my mother. 
8. I am using welfare benefits. 
9. I am a veteran. 
10. I have never seen combat. 
11. I do not keep a job for very long i.e. 1-2 yrs. 
12. I don't mind talking to people but I don't go out of my way to do so. 
13. I will probably die in affordable housing neighborhood. 
14. I will not leave much of anything of value behind. 
15. I live within my means. 
16. I think about the future but don't see myself in it. 
17. I enjoy living alone. 
18. I would despise going back to work a retail job. 
19. Since the pandemic, I have taken human health very seriously. 
20. Since the pandemic, I have made the connection between diet and environment more personal.",50,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),English,"1. I am a veteran. 

2. I was in the United States Navy. 

3. I was born and raised in the Southern United States. 

4. My biological father broke off contact with the family after he and my mother were divorced. 

5. I earned mediocre grades in school. 

6. I went to public education. 

7. I got engaged to be married after separating from the Navy. 

8. I worked my way through school while we were engaged/married. 

9. I have a lot of experience in retail. 

10. I am unemployed and no longer looking for work. 

11. I was formally diagnosed with chronic depression around 15 years ago. 

12. I was obese before the coronavirus pandemic hit the world in 2020. 

13. I began a regimen of diet, exercise, sleep, and stress reduction during the lockdown. 

14. I have continued this routine to the present day. 

15. I have eliminated the symptoms of obesity, diabetes, and depression with only good habits. 

16. I go to eat at a soup kitchen at least once per week. 

17. I enjoy solving logic puzzles. 

18. I am not a confident speaker. 

19. I don't make friends easily. 

20. I like walking in the park with a backpack for exercise.",51,Male,White,United States,United States,United States,English,No,Other
train_0075,"I am a full-time RVer, I live in a Class B Van, I sold my condo to live in a van 15 months ago,  I am a retired athletic trainer, I was an athletic trainer for over 30 years, I developed two athletic training programs, I was divorced over 20 year ago, I am single 63 yr old white male, I travel the whole country in my van, I am originally from New Hampshire, I lived in Florida for 24 years, I graduated from Wright State University, I received my masters from Sacred Heart University, I am a big Boston sports fan, I love to camp and be around a campfire, I graduated for Calvary Christian Schol High School, I worked at Sacred Heart University for 10 years, I worked at Palm Beach Atlantic University for 7 years. I had my own athletic training consultant business for several years, I was in sales for seven years",63,Male,White,United States,United States,United States,English,No,Part-Time,English,"I know I am God's creature put on earth for a purpose.  Years later, I still do not know the exact reason why I am here on earth, but I hope I am a blessing to people. I think I am a caring individual who, if I say if hurts anyone's feelings very it bothers me and I want to make it right and apologize to that person.",64,Male,White,United States,United States,United States,English,,
train_0076,"Good Person, genuine, care for others, honest, loyal, patient, introvert, music enthusiast, movie enthusiast, tv enthusiast, hard worker, open minded, video game enthusiast, tech savy, father, brother, sports lover, concert goer, family oriented, friendly.",35,Male,White,United States,United States,United States,English,No,Full-Time,English,"Hi I’m Todd. Some of my interests include listening to music, watching movies and television, playing video games and watching/attending sporting events. I’m in my mid 30s and work for a stable company in a stable field. I enjoy spending time with family and friends, attending concerts, and traveling to the Caribbean.",36,Male,White,United States,United States,United States,English,No,Full-Time
train_0077,"I am a kind person. I am a generous person, even though I am not wealthy by any means. I am an ambitious person who wants to succeed. I am an admirer, and I love to appreciate what I see. I am an artist and designer. I am a creator. I am a daughter, and I am a sister. I am a believer in a greater power; in source. I am loving, I am forgiving. I am someone who cares deeply about my loved ones. I am someone who would do anything to make my loved ones happy and to make their lives easier. I live to be free. I am someone who loves to live life. I am someone who wants to experience joy. I am someone who wants to experience all the world has to offer. I am someone who appreciates cultures and is cultural myself. I am funny, I love to make people laugh. I am deep, I have the ability to be extremely aware of myself, others, and how the world works, past superficial objectives.",22,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking),"English, Hebrew","1. I am an artist. 
2. I am kind. 
3. I am caring. 
4. I am loving. 
5. I am emotionally intelligent. 
6. I am deep.
7. I am someone who works hard. 
8. I am someone who enjoys nature. 
9. I am someone who loves a good party. 
10. I am a extrovert with anxiety. 
11. I am someone who loves a good time. 
12. I am a good friend. 
13. I am someone who loves to do makeup and dress up because it makes me feel good and confident.
14. I am someone who cares about others. 
15. I am opinionated yet open minded.
16. I am someone who cares about appearances and first impressions.
17. I am someone who finds joy in cute, little things.
18. I am someone who loves animals.
19. I am someone who loves to explore ans go on adventures.
20. I know I am someone who will do well with my life and cares about a work/life balance because of it.",24,Female,Mixed,United States,United States,United States,English,No,Full-Time
train_0078,"I'm a walking contradiction. An extroverted introvert, I'm quick-witted, articulate, sophisticated, but simultaneously silly, sophomoric, and love a good belly laugh. I collect fine art. But only by artists from the city I live in. I admire all things aesthetically pleasing. I'm owned by several stunning pure-bred cats. I inherited a love of sports cars from my dad. I don't drink alcohol. I love dark chocolate. I live for college football, especially when it's my alma mater playing. My new year's resolution is alway ""go to more concerts."" Live music fuels my soul. I'm learning how to play the drums. I don't let a great number of people into my life. But the ones I do, I'm a ride or die for. I'm lucky in that my career has rarely felt like work.",61,Female,White,United States,United States,United States,English,No,Part-Time,English,An art collector. A cat woman. A bimmerphile. A beginning drummer. A clotheshorse. A logical person. A frugal person who likes nice things. A college football fan. A chocolate lover. An aspiring interior designer. A power walker. A person who likes to debate. An avid reader. A fervent concert-goer. Someone who has music on almost always. A healthy eater. A sarcastic person. A study in contrasts. An extroverted introvert. Someone who speaks their mind tactfully.,62,Female,White,United States,United States,United States,English,,
train_0079,I am a middle age women who works part time walking dogs. I like to go to the beach and read. My bedtime friend lives in London,37,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"I am a women who is an aunt, sister, friend and dog parent. The importance in my life is volunteering at a rescue. Appearance wise I have dark brown hair, stand at 5’5 and very active.",38,Female,White,United States,United States,United States,English,No,Part-Time
train_0080,"Man
Gay
Middle-class
Educated
Friendly
Caring
Husband
Son
Brother
Role model
Leader
Creative
Imaginative
Supportive
Caring
Organized
Thoughtful
Talented
Planner
Friend",47,Male,Mixed,United States,United States,United States,English,No,Full-Time,English,"I am male.
I am a husband.
I am brother.
I am a son.
I am an in-law.
I am a friend.
I am gay.
I am a teacher.
I am a party planner.
I am a project manager.
I am one who enjoys cruises.
I am one who collects board games.
I am a people pleaser.
I am creative.
I am imaginative.
I am in my 40s.
I am a Virgo.
I am one who is preparing for a career change.
I am a cancer survivor.
I am a good listener.
I am organized.",48,Male,Mixed,United States,United States,United States,English,,
train_0081,"a husband
a son
a father
a dog lover
a community member
a pilot
an engineer
a Republican
a veteran
a pickleball player
a chef
a pool guy
a bug guy
a Trump supporter
a clean person
a reliable guy
a helpful guy
a lover
a weight lifter
a conservative",60,Male,White,United States,United States,United States,English,,,English,"father, son, brother, uncle, dog owner, pickleball player, hiker, gamer, gun advocate, Marine, police supporter, conservative, Republican, engineer, technology specialist, candy lover, creative cooker, stock investor, family man",62,Male,White,United States,United States,United States,English,No,Full-Time
train_0082,"Beautiful 
Intelligent 
Smart
Charming 
Joyous 
Outgoing 
Caring 
Concerned 
Loyal
Loving
Dependable 
Thoughtful 
Attentive
Curious 
Dependable 
Funny
Talented 
Resilient 
Go getting 
Aggressive",55,Female,Black,United States,United States,United States,English,No,Full-Time,English,"Amazing, intelligent, respectful,loving,kind, loyal, trustworthy, sincere, beautiful, determined, funny, outgoing, outstanding, outspoken, generous, helpful, nurturing, caring,motivated, selfless",56,Female,Black,United States,United States,United States,English,No,Full-Time
train_0083,"I am a father
I am a man
I am a hard-worker
I am a curious mind
I am a person who values loyalty
I am a thinker
I am a forever learner
I value technology
I want to discover new things all the time. 
I want to be a fierce friend
I want to leave my family with more than what they have now
I want to succeed in everything I try in life
I am a survivor
I value human rights for all
I am an ally
I believe in equality for all humans
I believe in the right to choose
I am an American
I am Filipino
I am African",40,Male,Mixed,United States,United States,United States,English,,Full-Time,"English, Tagalog-Filipino","I am a loving husband
i am a loving father
i am a devoted son
i am a thinker
i believe in all human rights
i believe in equal rights
i fight for those les fortunate
i am an empath
i am a free thinker
i am an introvert 
i believe i matter
i hold myself in high regard
i think of myself as a loyal person
i am a passionate friend
i believe in matching energy with others
i do not hang onto needless relationships
i am not that adventurous
i am a lifelong student
i enjoy reading and discussing current events
i strive to make a difference in this world for at least one other person",42,Male,Mixed,United States,United States,United States,English,,
train_0084,I am a woman,34,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,I am a person,35,Female,Black,United States,United States,United States,English,,
train_0085,I am a strong woman. I know how to cook and maintain a household. I also have a mechanical and engineer mind that is quick and efficient in problem solving situations. I have true grit. I can withstand great trials and won't Crack under  pressure. I am awesome,41,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking),English,"I am kind. I am considerate. I am strong. I am resilient. I am courageous. I am beautiful. I can sing well. I write slow. I write songs and poetry. I grew up in Arkansas out in the rural country area with both my parents,who are still married and my two little sisterS. One of whom which is passed away. She committed suicide at 36 years old after marriage trouble and a prescription drug addiction. I miss her so much. I am 5 foot 2 inches. I weigh 180 lbs. I have graves disease. I have trouble with my thyroid because of this disease and I am currently on medication for it. I have a low vitamin d blood count and so I'm deficient in vitamin D. I have o negative type blood. I have long brown hair.",42,Female,White,United States,United States,United States,English,,
train_0086,"I am a black male. I enjoy abstract strategy games, and socializing. I am well traveled and well educated. I am socially conscious and a defender of environmental causes. I consider myself a life long learner and a citizen of the world.",56,Male,Black,United States,United States,United States,English,No,,English,"I am a middle aged black male. I am well-traveled, well-read and Ivy educated. I am open minded and tolerant of most things except intolerance. I enjoy sports and nature tremendously. I'm a ""foodie"". I enjoy cooking and eating very much. I also consider myself a life long learner.",57,Male,Black,United States,United States,United States,English,No,
train_0087,"I am an ambitious young woman who is apart of the gen z generation. I am someone who aims for constant positivity despite the world being such an unfair place. I am someone who believes in speaking things to existence because the tongue is so powerful. I am a short and small statured person who has a big personality and big goals. I am a hungry person literally and figuratively. I am a very creative soul who is always open to offering solutions to plethoras of issues. I am a person who is very mindful of my surrounds and the feelings of those who surround me. I am a person so who can be very cautious but when the surroundings have been confirmed to be safe I am the life of the party. I am someone who values their family very much. However, despite me valuing family very much I am I not one to let someone step on be simply because we are family. I am someone who I personally feel have a very good grasp on emotional and logical affairs. I am a very caring and generous soul. By that, I mean as long as I see the person cares about my wellbeing I am willing to give them the clothes off of my back. I am someone who takes great pride in their appearance. However, I have a good balance with these things because I am not always dressed to impress, I am comfortable enough in my own skin to go out in a casual outfit without my hair or makeup down. Whenever I do dress up however, I always end up looking like a different person in a good way and I will dress my best in that situation however that doesn’t occur often enough. I enjoy the natural beauty in life of wearing sunscreen with a  natural blush and bronzer. I am what one would call a girly girl nor a tomboy I am simply just a girls girl. I grew up leaning towards my masculine side and am now on a journey to come into myself and truly understand my style, emotions, and personality as a young adult. Overall, I see myself as a diamond in the rough and a work in progress but despite not being where I’d prefer to be, I am more than happy with how much I’ve accomplished and I will continue to be ambitious till I accomplish all future goals.",21,Male,Black,United States,United States,United States,Esperanto,No,Full-Time,English,"Who am I you ask I am a person who is driven. I am a young African-American woman with Caribbean descent. I am a driven person who achieved every single thing that they put their mind to. I’ve been through a lot of different things in my life not to say that there’s anybody who hasn’t, but I pride myself on the fact that I’ve been able to get through those hardships. I am short. I have orange hair orange to blonde hair. I also make music. I pride myself on my creativity and my ability to write and my articulateness I am also a mother I am a new mother. My child is four months old. I pride myself on the patient that I have developed since being pregnant with her, and also since giving birth to her, I have been told that I have the patience of a since giving birth to her. I feel like my patience is almost infinite. I am a very understanding person who prize themselves on their ability to forgive And never forget, but also move forward in a productive way. I am not perfect. I also make mistakes like any other normal human being however I have learned in and still learning how to do better from those mistakes and how the best way to learn from them.",22,Male,Black,United States,United States,United States,Esperanto,,
train_0088,"I am a woman.
I am a wife.
I am a mother.
I am creative.
I am loving.
I am logical.
I am Christian.
I am smart.
I care too much.
I am not materialistic.
I am a good person.
I try my best.
I'm always looking for peace and quiet.
I like to learn new things.
I like to share with others.
I care about my family and friends.
I keep my circle small.
I don't like huge crowds.
I like being at home.
I like to find solutions.",53,Female,Other,United States,United States,United States,English,No,Part-Time,"English, Spanish","I am a middle-aged woman who is married to a wonderful man. I am smart and witty. I enjoy being at home and spending time with family. I grew up in an ethnic minority household and was the youngest of a large family. I am also a twin which means my self-identity was somewhat intertwined with my sister. Although English was not my first language, I do feel like I mastered it well enough. I was an essay award winner in college and graduated with a Bachelor's from a private women's college in the Northeast, over 2,000 miles from my hometown. I was fairly successful in school and at work until I gave it up to be a stay-at-home mom. I homeschooled three kids, two of whom are college graduates, plus the third is a junior in college. I love being creative, but I also have lots of logic. I love cooking, organizing, and design. I want to be buried with my dogs that have passed away, as they were super important to me. I love adventure and exploring, and I am not afraid to be alone. I just celebrated 25 years married to my second husband and couldn't be happier. My biggest flex is doing things for others and being a follower of Christ.",55,Female,Other,United States,United States,United States,English,,
train_0089,"1. I am a woman.
2. I am a Christian 
3. I am 58 years old.
4. I am married. 
5. I have 2 adult sons
6. I am a grandmother.
7. I have blonde hair
8. I have green eyes
9. I am a fairly intelligent. 
10. I am giving.
11. I am caring.
12. I am nice.
13. I like to have fun. 
14. I like to socialize.
15. I have moved a lot.
16. I don't have many close friends.
17. I am close to my family. 
18. I have been divorced. 
19. I am not rich.
20. I don't place a lot value in material things.",58,Female,White,United States,United States,United States,English,No,Part-Time,English,"I am a Christian.
I am a woman.
I am a mother.
I am a grandmother.
I am a wife.
I am a daughter.
I am a sister.
I am an aunt.
I am a good person.
I am a friend.
I am a hard worker.
I am helpful.
I am smart.
I am a person who tries hard.
I am not a strong person.
I am a person with flaws.
I am a person who struggles.
I am a person who is depressed.
I am a person who is anxious.",59,Female,White,United States,United States,United States,English,,
train_0090,"I am the child of two very hardworking, loving, small town parents. I was brought up to believe in a strong sense of family and to take pride in a strong work ethic. Things were not always financially easy for my parents but they always made sure we had everything we needed and some of what we wanted. I graduated from high school in a time were it seemed only certain kids were told they could or were able to go to college. My parents, having never been to college, didn't necessarily see the importance and didn't offer to help me figure out how to go. Although I have a very good life, a college degree has always been one of the things I wish I had done. I married and had children, built a house and did all of the things I wanted as far as having a joyful life. As our children grew and became more expensive, I just never took the time to go back to school. Now I find myself as a grandmother and even though I never completed a degree, I have found satisfaction in taking random courses here and there.",56,Female,Mixed,United States,United States,United States,English,No,Full-Time,English,"A mother of 2 adult daughters. A grandmother to 3 boys. A wife of 37 years. A woman who has had many professional positions. A proud female business owner. A follower of Christ. Someone who loves gardening. Someone who loves time with family and friends. Someone who gets great joy from helping others. Someone who tries daily to be a good influence. A manager of college age employees. I enjoy getting to know my employees and learning their backgrounds. Someone who is curious about history and life in other countries. Someone who tries to be an encourager to those around me. A children's church teacher who enjoys teaching little ones about Jesus. A person who loves to read all sorts of things. An employee who thrives on deadlines and challenges. A dedicated team member at work. A mom, grandmother and wife who thinks her family is the best thing ever. An ""almost' retired woman who is looking forward to that part of life.",58,Female,Mixed,United States,United States,United States,English,No,Full-Time
train_0091,I am a Black American. I am a woman. I am a Christian.  I am a part-time employee. I am creative. I like to pray and fellowship with other Christians. I'm a Mother. I am a grandparent. I am a reader. I am a church goer.,73,Female,Black,United States,United States,United States,English,No,Part-Time,English,I am a Christian with strong moral values. Wanting to do what is right and fair.,74,Female,Black,United States,United States,United States,English,No,Part-Time
train_0092,"I'm an average height, slightly overweight Caucasian man in his early middle age. I'm introverted, own a cat, have brown hair. Am hearing impaired. Like music. I don't know what else to say",38,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),English,"Im a brother, both to adopted siblings and half siblings. I'm a son. I'm a democratic socialist. Im liberal. Im a fan of sports. I love the Packers. I love the Cubs. Im a pet owner, to a cat. Im a friend, to people of all walks of life. I'm compassionate. Im passionate about what I believe in. What I believe most in is fairness, equality and honesty. I am employed, and work seriously. I'm a voracious reader and accrue knowledge as much as I can. I'm mostly of white, Northern European ancestry. I enjoy history above all subjects. I'm heterosexual, but an ally to those who are not. Im slow to trust, but once I do, Im loyal. And I despise Trump and all his ilk and sycophants. I believe the future needs us to act, to ensure it. Im an atheist, but a humanist who believes humanity can be better.",40,Male,White,United States,United States,United States,English,No,Part-Time
train_0093,"I am a 46 year old married, mom of two grown kids. 
I am faithful, loyal, trustworthy, a good communicator and often consider myself an empath.",46,Female,Mixed,United States,United States,United States,English,No,Full-Time,English,"I am a mom
I am a wife
I am a daughter 
I am a sister
I am a grandmother 
I am head of my household 
I am a hard worker 
I am a loyal person 
I am kind 
I am empathetic to a fault 
I am silly 
I am fun 
I am caring 
I am sarcastic 
I can be anxious at times 
I suffer from the stress of the world 
I carry a lot of weight. 
I am a lover
I am respectful 
I am a dreamer",47,Female,Mixed,United States,United States,United States,English,,Full-Time
train_0094,"1. I like to eat. 
2. I like to sleep. 
3. I like to watch movies. 
4. I am a mother. 
5. I love my child and husband. 
6. I am a healthcare worker. 
7. I have a dog. 
8. I love animals. 
9. I am Asian. 
10. I know how to speak Chinese. 
11. I have an amazing family. 
12. I love my life. 
13. I hate cooking everyday. 
14. I wish I was skinnier. 
15. I want to go to China sometime again. 
16. I like to dance. 
17. I like to ski. 
18. I like to swim. 
19. I love living in the east coast. 
20. I am ABC.",59,Female,Asian,United States,United States,United States,Chinese,,Full-Time,"Chinese, English","Girl, Worker, Dancer, Artist, love to dance, love to travel, cares about family, pet dog, pet chickens, goal oriented, funny, caring, nice, loving, cook, night owl, daughter, sister, girlfriend, sporty",23,Female,Asian,United States,United States,United States,Chinese,,
train_0095,"I’m a 68 year old retired geologist.  I live in the mountain west with my wife and three dogs. I have one child and two grandchildren that live near Denver about 400 miles from us.  My parents were from South Dakota. My dad was a Spanish teacher and we moved around a bit.  I was born in California but eventually we ended up in the Panama Canal Zone. We lived there nine years. During that era it was an ideal place to live. We moved to South Central Texas in the late 1960s. It was definitely culture shock moving back to the USA. I went to high school and college in Texas through connections. I ended up working in the oil and gas industry and as a geologist. We ended up living in the mountain west, and have loved it here ever since.",68,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,I am a retired white male. I like riding motorcycles. I enjoy learning about new technologies and applying them to my life. I am married. I have 4 dogs. I have a masters degree in geology. I am enjoy being active and exercising. I enjoy watching college football. I am politically conservative.  I own firearms.  I live in a safe gated community. I have traveled around the world several times. I enjoy hiking and camping in the outdoors. I enjoy discussing politics. I am a Christian. I enjoy collecting coins and gold and silver bullion. I like reading I’m listening to audiobooks. I enjoy going to museums. I like listening to all kinds of music. I like action movies I collect petrified wood.,70,Male,White,United States,United States,United States,English,,
train_0096,I am a human being. I'm a woman. I'm an american citizen. I'm a licensed veterinary technician. I'm someone who practices yoga. I'm a reader and a writer. I am a student. I'm of European and French Canadian descent. I'm a pet parent. I'm an animal lover. I'm a feminist. I'm a student of Judaism. I'm a bike rider. I'm a swimmer. I'm in my forties. I'm a former New Yorker. I love the beach and the ocean. I love plants. I'm anti-capitalist. I like to travel the world.,42,Female,White,United States,United States,United States,English,,,English,I am a human being. I am a female-identifying person. I live in the United States. I am middle aged. I am caucasian. I speak English. I live in the Northeast. I work with animals. I have a bachelor's degree. I am divorced. I have no children and am happy about it. I live in a house. I am a leftist. I love nature. I love animals. I am an anti-capitalist. I am not religious. I love traveling to other countries. I want to relocate to another country someday. I find existence baffling.,43,Female,White,United States,United States,United States,English,,
train_0097,I am a mother. I am a daughter. I am immunocompromised. I am sarcastic. I am friendly. I am loyal. I am quiet. I am an introvert. I am funny. I am married. I am an artist. I like to draw. I love cats. I own chickens. I like to read. I love baking. I like movies. I love fall. I love Halloween. I love holidays.,37,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"I am a woman
I am in my 30s
I have a child
I am a mom
I like art
I am an artist
I love animals
I love fall
I have depression and anxiety
I am friendly and sarcastic",38,Female,White,United States,United States,United States,English,,
train_0098,"I am a person who works hard to live as authentically as possible. I am a person who is self-aware and reflective. I am a person who tries to benefit themselves in healthy and pro-social ways. I am an imperfect person who is constantly growing and learning about themself. I am a person who loves to build and maintain connections with others. I am a person who is sensitive to others’ emotions and feelings. I am a person who chooses to challenge others when appropriate to break their cycle of pain and suffering. I am a person who loves to laugh and enjoy good company. I am a person who loves animals, especially dogs. I am person who remains curious until an answer that is sensible comes along. I am a person who loves to create art in different facets. I am a person who is willing to try thrill-seeking activities. I am a person who is trying to have a more healthy relationship with engaging in conflict. I am a person who will ask the uncomfortable questions. I am person who loves to travel and explore domestic and international destinations. I am a person who loves to watch true- and fiction crime shows and movies. I am person who has learned how to set boundaries with family members. I am a person who struggles with their appearance and creating a healthy relationship with food. I am a person who needs to have their space organized and cozy to feel comfortable and relaxed. I am a person who lives to help and support others with their struggles.",30,Female,White,United States,United States,United States,English,No,Full-Time,English,I am a counselor,32,Female,White,United States,United States,United States,English,No,Full-Time
train_0099,"I am retired
I am an american
I am born of immigrant parents who came from europe
I am a child of the 1960s
I am a highschool graduate
I am a former Jehovah's Witness
I am a pantheist
I am a student of psychology and philosophy
I am a lover of science fiction
I am someone who has read over 500 books
I am 6'4""
I am one who now has heart conditions
I am over 60
I am living in florida
I am a practicer of mindfulness meditation
I am one who has solved the riddle of emotions
I am divorced
I am one who has raised adopted children
I am one of two surviving brothers of an original three
I am an orphan",63,Male,Mixed,United States,United States,United States,English,No,Part-Time,English,"A tall, overweight, mixed race Male. born in NJ, where I lived 25 years. lived in Sicily for 2 months. lived just outside Boston for a Year and have lived the last 37 years in Tampa Florida. I spent a year in Hamilton prison near Valdosta Ga. I am a granduate of a vocational and technical High school and was enrolled in DeVry Tech for 2 years but did not Graduate. I have read close to 500 books which. While I wanted to work with computers, I ended up do many other things. I got  real estate license. I passed Microsoft certification. I fixed copier machines. I worked in a nuclear pharmacy. I drove a limousine and  a taxi. I worked for an ASL provoder doing line testing. I worked for the post office doing expressmail tracking and tracing. I worked for a major insurance co as a claims processor and a customer service consultant. I drove for food dilivery and package delivery services.",64,Male,Mixed,United States,United States,United States,English,No,Part-Time
train_0100,"I am a fair and honest person. A great friend, a good listener and communicate well. I am also loyal and trustworthy. Intelligent, interesting, versatile and outgoing.",58,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,trustworthy loyal nice moral christian,59,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
train_0101,"I am someone who wants to live a relaxed, but fulfilling life. I'm open to new experiences and trying new things. I prefer to spend my time and resources for experiences with those close to me. I'm fairly soft-spoken and try to get along with everyone I meet. My interests are simple and easy to get into.",30,Male,Asian,Philippines,United States,United States,English,No,Full-Time,English,"I'm a database programmer
I'm a Filipino
I'm a millenial
I'm an employee
I'm a renter
I'm an investor
I'm a gamer
I""m a survey taker
I'm an Instagram user
I'm a positive thinker
I'm a chill person
I'm a man
I'm excited for the future
I'm a US citizen
I'm Asian
I'm engaged
I'm trying to improve myself everyday
I'm a Master's degree graduate
I'm a California resident
I'm an English speaker",31,Male,Asian,Philippines,United States,United States,English,No,Full-Time
